Assay	term	contrast	Day1	TR1	Day2	TR2	null.value	estimate	std.error	df	statistic	p.value	adj.p.value	Allocation
MCP-1	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.0553493827472564	0.0553158722883846	1049.6533154134527	1.0006058018699786	0.31724803309381394	0.37956461102295597	Anakinra
MCP-1	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.0031619591542775766	0.05560461363296658	1054.0194286032238	-0.05686505035623394	0.9546634726940153	0.9546634726940153	Anakinra
MCP-1	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.023449820368665004	0.08146732159988071	1054.967342039605	0.28784327148788136	0.7735232479936912	0.797323963316574	Placebo
MCP-1	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.04390303797271878	0.0824644125405246	1062.3015457122801	-0.5323876884606918	0.594568842864402	0.6128632687986912	Placebo
CXCL11	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.6619684083838778	0.047961524513429346	1042.3057148503099	13.802071871141733	6.3799543639260484e-40	6.106527748329217e-39	Anakinra
CXCL11	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	0.7928598267314363	0.0482249686453733	1045.8839162244271	16.440857277934242	3.365245750520819e-54	2.505238503165499e-53	Anakinra
CXCL11	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.6658621042549034	0.07065991903465484	1046.828961297546	9.423476751060731	2.7030434803296386e-20	2.5871987597440826e-19	Placebo
CXCL11	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	0.8594318653157487	0.07155681134349862	1052.6865702205957	12.010482987987885	3.1019657019755885e-31	2.9690243147480633e-30	Placebo
AXIN1	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	-0.1809686676988974	0.05692732740088523	1052.2221324735806	-3.17894192405181	0.0015212663998837596	0.0027547256430327537	Anakinra
AXIN1	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.48332852859175063	0.05721882606318783	1056.8577036050415	-8.44701930895964	9.775504790260933e-17	2.1127703901531692e-16	Anakinra
AXIN1	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	-0.19806517589830086	0.08383058410503459	1057.7904024002928	-2.362683953748161	0.018323350662251235	0.03230696037817981	Placebo
AXIN1	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.42868549756286384	0.08484251914379407	1065.6458361931666	-5.05272004991168	5.122459518493833e-7	9.827010698240077e-7	Placebo
TRAIL	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	-0.25775477368968835	0.05266911194537857	1046.8572908147405	-4.89385076317591	1.1443222363635762e-6	2.4732125753664386e-6	Anakinra
TRAIL	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.4225250290968806	0.052949610087188466	1050.9262608118706	-7.9797571389314825	3.8158618242408225e-15	7.747355824973791e-15	Anakinra
TRAIL	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	-0.052234618382449305	0.07757928933896237	1051.8814287668029	-0.6733062242195057	0.5009003963204746	0.5680095103390826	Placebo
TRAIL	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.2769117471420093	0.07854254927338777	1058.6505217969545	-3.5256271881136163	4.4055896226307545e-4	6.493144967536493e-4	Placebo
CXCL9	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.14412254511212547	0.04907771869644455	1041.1957648282353	2.9366186721830343	0.0033911249984454645	0.005680134372396153	Anakinra
CXCL9	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.007279123786395285	0.04934924812074402	1044.65318650225	-0.147502222700238	0.882764088205589	0.8961393016632495	Anakinra
CXCL9	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.18689434687657436	0.0723080021914402	1045.5914731057014	2.584697975498746	0.009880977242482247	0.017892580412062445	Placebo
CXCL9	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	0.09460817738603618	0.07323053183307113	1051.2288950364411	1.2919225767975488	0.19666790485764615	0.23117104606074199	Placebo
CST5	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	-0.05512514635879854	0.03986112472474663	1029.7301196147464	-1.3829300286796895	0.1669861173871803	0.21109565782907697	Anakinra
CST5	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.2864743587145403	0.04009721716444108	1031.9235526977293	-7.1444947797671805	1.7046278598401728e-12	3.0867585570078802e-12	Anakinra
CST5	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	-0.12010378990265483	0.058758737477646976	1032.6876620308014	-2.044015835914527	0.0412052396518923	0.06135002348170632	Placebo
CST5	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.39065455779848635	0.059545164115968684	1036.117043046555	-6.560642893479263	8.445825531934137e-11	2.2634812425583487e-10	Placebo
OSM	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	-0.0658507569516835	0.05180098501098598	1044.3811543774125	-1.2712259610066845	0.20393132137183403	0.2530258987391274	Anakinra
OSM	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.18518102001116776	0.052081610486360175	1048.1841043167099	-3.5555931984796327	3.9396020831476296e-4	4.980251690016815e-4	Anakinra
OSM	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	-0.26090374308581527	0.07630924064917795	1049.13722476167	-3.419032097112421	6.526040157858624e-4	0.0014104667437952508	Placebo
OSM	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.3639874811981737	0.0772683538011296	1055.4088928423307	-4.710692842440918	2.7982106814382183e-6	5.0670301528746115e-6	Placebo
CXCL1	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.2973547280758333	0.05210217890215361	1044.660518137212	5.707145734428054	1.495803590418165e-8	3.340628018600569e-8	Anakinra
CXCL1	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	0.20791658286740966	0.05238390179428065	1048.4936025793097	3.969093094361869	7.706050172706755e-5	9.92894926098755e-5	Anakinra
CXCL1	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.21076618780729509	0.07675195647091879	1049.4473626624056	2.74606925345485	0.0061345259535758945	0.011417034413599581	Placebo
CXCL1	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	0.04512775933832683	0.07771533189161806	1055.7749783078457	0.5806802626959386	0.5615798889322857	0.5879039462259866	Placebo
CCL4	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	-0.44900289613909944	0.0471594686471648	1039.7877729639658	-9.520949005987013	1.1582181432861514e-20	4.5647420941277734e-20	Anakinra
CCL4	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.7511543707012313	0.04742274231957081	1043.0914606397198	-15.839538878611805	8.460139337328112e-51	5.152993960008941e-50	Anakinra
CCL4	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	-0.3667722628864628	0.06948618850484577	1044.0186835527834	-5.278347694389442	1.5851831896771545e-7	5.589856510966808e-7	Placebo
CCL4	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.6568828595781453	0.07037838289823352	1049.3781844022778	-9.333588419159783	5.909973887056964e-20	3.959682504328166e-19	Placebo
CD6	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	-0.07002893105272721	0.04821098159264992	1040.7060927048926	-1.4525514465651033	0.14664975934562435	0.194189988683309	Anakinra
CD6	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.3118721524001656	0.0484785569668091	1044.1101123202702	-6.433197931483176	1.8994023042563169e-10	3.348946168030874e-10	Anakinra
CD6	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	-0.1300726032092947	0.07103257842904405	1045.044868917102	-1.8311682623097651	0.06736001228034892	0.09026241645566756	Placebo
CD6	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.2809124734815144	0.07194086128074084	1050.5854533301763	-3.904769396425296	1.0033203123997629e-4	1.608609421620564e-4	Placebo
SCF	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.4452665114465818	0.04358440499893543	1035.3190308246105	10.216188828491697	2.0727185233452403e-23	1.0682472389548547e-22	Anakinra
SCF	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	0.42393162383499744	0.04383446642390953	1038.13157086199	9.671193889650354	3.046530629423656e-21	8.164702086855399e-21	Anakinra
SCF	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.457916385611312	0.0642314066851184	1039.0048007273767	7.1291663882772385	1.887791887213282e-12	1.264820564432899e-11	Placebo
SCF	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	0.4144812148368781	0.06507218354494979	1043.4938719044849	6.36956057499696	2.837393075331446e-10	7.040938372118774e-10	Placebo
IL18	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.3322584576989267	0.030785316736578344	1022.2006955423526	10.792757487018008	8.603324710796356e-26	5.240206869303235e-25	Anakinra
IL18	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	0.6263457575113963	0.030974922657862735	1023.5561639613582	20.221059611020642	9.230885485498024e-77	1.236938655056735e-75	Anakinra
IL18	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.3106816724558419	0.04539486320973402	1024.0983097549415	6.843983007954574	1.32427203963897e-11	7.393852221317582e-11	Placebo
IL18	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	0.6034219663277115	0.0460190346107438	1026.1588361309564	13.112442958263058	1.9816694024013006e-36	3.3192962490221785e-35	Placebo
SLAMF1	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.17583331426507365	0.05349100878265132	1046.7676984731786	3.2871564449182995	0.00104568275705472	0.00194613179785184	Anakinra
SLAMF1	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	0.1890755442267228	0.05377606330684461	1050.827087520781	3.5159796496791405	4.5682814030896616e-4	5.668052851981617e-4	Anakinra
SLAMF1	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.13978619893463168	0.07879023217132579	1051.7823222856643	1.7741564541994612	0.07632652207329561	0.09834378805597704	Placebo
SLAMF1	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.09897114998094286	0.07976896797064086	1058.5333613773773	-1.2407224576024276	0.21498320805502702	0.24834267137391053	Placebo
TGF-alpha	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.04329297629834961	0.053579410199820696	1046.771902452887	0.8080151710683536	0.41926543069887134	0.45307715898103834	Anakinra
TGF-alpha	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.13665198308566043	0.053864927395486324	1050.8317411495964	-2.536938035436976	0.011326396643035226	0.013083940949713106	Anakinra
TGF-alpha	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	-0.24524885559156367	0.0789204288466035	1051.786973013018	-3.1075459063742588	0.0019370890583560358	0.003932877785147103	Placebo
TGF-alpha	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.4014463156388567	0.07990076127313363	1058.5388591720396	-5.024311523973449	5.927616534072427e-7	1.103195299396813e-6	Placebo
MCP-4	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	-0.368029006242816	0.03978582435070593	1030.5680804672234	-9.250254638403288	1.2547489123203996e-19	4.424640901340356e-19	Anakinra
MCP-4	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.6506721879116552	0.040020386906618396	1032.8545755118353	-16.258518175496445	4.265780923238461e-53	2.8580732185697688e-52	Anakinra
MCP-4	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	-0.4264322331726276	0.05864559832119663	1033.6380430402892	-7.271342528336003	7.016227778145297e-13	5.876090764196686e-12	Placebo
MCP-4	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.6509453462012361	0.059427998154109686	1037.2240645002607	-10.953512930272254	1.6949921301145096e-26	1.2618274746408016e-25	Placebo
CCL11	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	-0.31668581665828205	0.04729214903484851	1038.4582295344856	-6.696371874006475	3.492822090860448e-11	9.000733849525001e-11	Anakinra
CCL11	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.5089032948422815	0.047558370134820165	1041.6162631715117	-10.700604192272028	2.0018771175466255e-25	6.096625767073814e-25	Anakinra
CCL11	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	-0.32953649461051693	0.06968584561654001	1042.5304474204802	-4.728887074483618	2.5675243939442506e-6	7.819278836102946e-6	Placebo
CCL11	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.6014161581191133	0.07058588302698475	1047.6290463330693	-8.520346170199414	5.473510138013035e-17	2.8209629172836413e-16	Placebo
TNFSF14	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	-0.09003796994044198	0.051572754705251994	1044.1788433348925	-1.7458437202942898	0.0811322125032175	0.11324704661907442	Anakinra
TNFSF14	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.4203387659640012	0.05185252598812104	1047.959952138583	-8.106427950304623	1.4445577537204039e-15	3.0245427968520954e-15	Anakinra
TNFSF14	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	-0.31387979580714664	0.07597373118124019	1048.9125436504066	-4.1314253088132045	3.892236831633715e-5	1.0029994912286882e-4	Placebo
TNFSF14	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.5621233207157599	0.07692955818838983	1055.1437252985754	-7.306987508484031	5.381569579255182e-13	1.89771137794788e-12	Placebo
MMP-1	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	-0.1933617253413121	0.04221196367856962	1032.2393206487268	-4.580732770777943	5.198711217846406e-6	1.0554959139263915e-5	Anakinra
MMP-1	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.41513838861581237	0.0424585113548042	1034.7112039371189	-9.777506920737562	1.1773809140280318e-21	3.2868550516615886e-21	Anakinra
MMP-1	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	-0.29297832582261474	0.0622172580762478	1035.5301081131358	-4.708955921258491	2.828352281168033e-6	8.239113166880792e-6	Placebo
MMP-1	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.4345340592943741	0.06304190964329666	1039.430956278284	-6.892780719255683	9.473982705862257e-12	2.8047735126693297e-11	Placebo
LIF-R	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.48913899237369957	0.04947073361941239	1042.7952009555552	9.887441656651735	4.267830340498744e-22	1.9062975520894388e-21	Anakinra
LIF-R	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	0.7100484067021192	0.049741593070363944	1046.426541623954	14.27474197896501	2.2681143407065678e-42	1.0130910721822669e-41	Anakinra
LIF-R	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.49144374747099595	0.07288175993833348	1047.374023426573	6.743027993380168	2.559224513395306e-11	1.3189849415191193e-10	Placebo
LIF-R	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	0.6451191197912325	0.07380473724088335	1053.329022434084	8.740890407694259	8.981627054798151e-18	5.47062738792251e-17	Placebo
FGF-21	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	-0.058117789259110236	0.05421268690606478	1053.270865227703	-1.0720329977337573	0.28395077886936726	0.3459036760772292	Anakinra
FGF-21	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	0.2317762877736577	0.054488054954239674	1058.0153478870257	4.253708229598373	2.2886835023666e-5	3.066835893171244e-5	Anakinra
FGF-21	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	-0.029297389168639602	0.07982911207336414	1058.939577553502	-0.3670013157820779	0.713691361014859	0.7590050982221516	Placebo
