Assay	Day	Allocation	emmean	SE	df	lower.CL	upper.CL
MCP-3	7	Anakinra	-0.12072135167519094	0.06714403996915995	979.9932893318008	-0.25248398498317165	0.011041281632789779
MCP-3	1	Placebo	0.46806022232471084	0.08048424567353511	989.4638620331243	0.3101208036878059	0.6259996409616158
MCP-3	4	Placebo	0.21884468456606118	0.08203105835990591	1032.9636607650434	0.05787815748646924	0.3798112116456531
MCP-3	7	Placebo	0.022832284972379574	0.08257487783961179	1049.1910878399055	-0.13919841927725235	0.1848629892220115
CDCP1	1	Anakinra	0.4468428655325171	0.0704372831674073	835.5402544776676	0.30858805628735586	0.5850976747776784
CDCP1	4	Anakinra	-0.10281173881772915	0.07131050561095865	864.4398036053344	-0.2427737276868733	0.03715025005141501
CDCP1	7	Anakinra	0.09190241905822	0.0710153048159422	854.4684365370761	-0.04748245621997976	0.23128729433641976
CDCP1	1	Placebo	0.31563899883018254	0.08506673633505595	858.22111588457	0.14867579386827623	0.48260220379208885
CDCP1	4	Placebo	-0.07540625305944068	0.08632654281820393	894.3864512463344	-0.24483244538077434	0.09401993926189298
CDCP1	7	Placebo	0.10850155612513929	0.08676302300699976	907.5619781887721	-0.06177793115506744	0.27878104340534604
CD244	1	Anakinra	0.13389492593500196	0.06761281655072088	931.0667778706994	0.0012037491023654812	0.26658610276763844
CD244	4	Anakinra	-0.0978139712095965	0.06864607956921476	964.6314606965694	-0.23252684122717304	0.03689889880798003
CD244	7	Anakinra	0.12560245861696565	0.06829532265903371	953.0102706945233	-0.008424129995172586	0.25962904722910385
CD244	1	Placebo	0.07612559780518549	0.08184998471443283	961.0917055818395	-0.08449970575864499	0.23675090136901597
CD244	4	Placebo	-0.09721628160172932	0.08335215901118401	1003.5587116876287	-0.26078077785007775	0.06634821464661911
CD244	7	Placebo	-0.05030221184416739	0.083878679390214	1019.3294695976429	-0.21489684025445652	0.11429241656612174
IL7	1	Anakinra	-0.0592796642311219	0.07196682275057113	1025.0373706237488	-0.20049879312993368	0.08193946466768987
IL7	4	Anakinra	-0.02643286100741999	0.07323341423860612	1060.2564119826045	-0.17013175555019197	0.117266033535352
IL7	7	Anakinra	-0.03512244580131985	0.07280214917088194	1048.082688711572	-0.17797700662116228	0.10773211501852259
IL7	1	Placebo	-0.09289898220859448	0.08731077995955012	1061.3547055339698	-0.26422033673953055	0.07842237232234157
IL7	4	Placebo	0.1374697155223709	0.08916494538997043	1106.1044044988887	-0.0374818047876562	0.312421235832398
IL7	7	Placebo	0.06311092118001584	0.08982170309054745	1122.9701323217248	-0.11312633120180458	0.23934817356183624
OPG	1	Anakinra	0.4887468922911722	0.06193011628682814	1003.1291131852362	0.36721946419145146	0.6102743203908929
OPG	4	Anakinra	0.13790791285718795	0.06298898794403471	1038.2109338348725	0.014307672614948683	0.2615081530994272
OPG	7	Anakinra	-0.05464007569777746	0.0626286713954737	1026.0740865156515	-0.1775349808325969	0.06825482943704199
OPG	1	Placebo	0.44692774561527143	0.07509674208974546	1038.0773400767198	0.29956902370467925	0.5942864675258637
OPG	4	Placebo	0.2151674101979016	0.07664440995621706	1082.6365556236856	0.06477899925795608	0.3655558211378471
OPG	7	Placebo	0.0114013787962665	0.07719130237607262	1099.3777066345115	-0.14005753997340636	0.1628602975659394
LAP TGF-beta-1	1	Anakinra	-0.08601050026625622	0.0719724611787611	1051.5958552056186	-0.22723647695293903	0.05521547642042658
LAP TGF-beta-1	4	Anakinra	-0.09674084533173231	0.07328092948284526	1086.7857851473964	-0.24052896312577593	0.047047272462311315
LAP TGF-beta-1	7	Anakinra	0.19023510206245708	0.0728351062067239	1074.6402165442005	0.04731995522839211	0.33315024889652206
LAP TGF-beta-1	1	Placebo	-0.13302622990789684	0.08736989007057679	1089.4824415302253	-0.3044585174867819	0.03840605767098823
LAP TGF-beta-1	4	Placebo	0.09253364687541576	0.08928890682152471	1134.1897548021054	-0.08265634745438608	0.26772364120521763
LAP TGF-beta-1	7	Placebo	0.029594924736657105	0.08997056030865334	1151.1004173213478	-0.14692974279388366	0.20611959226719784
uPA	1	Anakinra	0.49184055151580536	0.06976957779060544	1023.9264728600019	0.3549328590617251	0.6287482439698856
uPA	4	Anakinra	0.0032875708695617213	0.0709957590260293	1059.1420942140728	-0.13602075528135613	0.14259589702047956
uPA	7	Anakinra	0.01558332685987036	0.07057826581264662	1046.9689238609758	-0.12290763365662528	0.154074287376366
uPA	1	Placebo	0.4988799315149826	0.08464293421212286	1060.175960900333	0.3327932174319985	0.6649666455979667
uPA	4	Placebo	-0.023085602183594144	0.0864378023443252	1104.9209317437362	-0.19268636411195697	0.14651515974476867
uPA	7	Placebo	0.03347862084866177	0.08707348053535711	1121.7822508387223	-0.1373665977295521	0.20432383942687563
IL6	1	Anakinra	0.5510686446209235	0.0634413586609732	1008.1613158791527	0.42657640840678146	0.6755608808350656
IL6	4	Anakinra	0.10930599437316031	0.06453350329641581	1043.287722223409	-0.017324254350769577	0.23593624309709021
IL6	7	Anakinra	-0.13335885868248132	0.06416181026462031	1031.137545133763	-0.2592614793710435	-0.007456237993919146
IL6	1	Placebo	0.6186519501356842	0.07693811617937428	1043.4297173909001	0.46768089245870637	0.769623007812662
IL6	4	Placebo	0.28506137956275834	0.07853499289473563	1088.0508594853457	0.13096420515938356	0.4391585539661331
IL6	7	Placebo	0.0967136961476921	0.07909958433430758	1104.8276456006245	-0.05848866496754396	0.25191605726292815
MCP-1	1	Anakinra	0.12154291494750567	0.06914289794337151	1103.6621524191103	-0.014123454648133846	0.2572092845431452
MCP-1	4	Anakinra	0.12052609339137153	0.07047302719432012	1138.192786282944	-0.017745538422737336	0.2587977252054804
MCP-1	7	Anakinra	0.24494359591573256	0.07001933250060749	1126.3278882110212	0.10756059540117643	0.38232659643028866
MCP-1	1	Placebo	0.3364417091500521	0.08403260269249747	1144.3044771988903	0.17156644408012192	0.5013169742199823
MCP-1	4	Placebo	0.42770379673881537	0.08599023034435617	1188.0776527374892	0.2589941708234288	0.5964134226542019
MCP-1	7	Placebo	0.35842607429707235	0.08668935044436935	1204.7427098725918	0.18834719998492144	0.5285049486092233
CXCL11	1	Anakinra	0.5325948891398508	0.06830579586677879	966.9723756458758	0.3985502084637792	0.6666395698159223
CXCL11	4	Anakinra	-0.11157960470519648	0.06941373851385613	1001.500728380701	-0.2477926491977239	0.02463343978733093
CXCL11	7	Anakinra	-0.20660615088364515	0.06903715090545214	989.5460441095194	-0.34208218446110084	-0.07113011730618943
CXCL11	1	Placebo	0.6542383536318941	0.0827588902278276	999.5260735742605	0.4918372557416908	0.8166394515220974
CXCL11	4	Placebo	6.27170618232841e-4	0.08437400766087375	1043.3187244183773	-0.1649349120431708	0.16618925327963646
CXCL11	7	Placebo	-0.20028293396033264	0.0849424466433806	1059.680469349964	-0.36695744164268645	-0.03360842627797883
AXIN1	1	Anakinra	-0.24955952902534215	0.07116241699483354	1116.3705663459925	-0.389186683784676	-0.1099323742660083
AXIN1	4	Anakinra	-0.0946065519638261	0.07254869798900652	1150.6227841409723	-0.23694911761944631	0.0477360136917941
AXIN1	7	Anakinra	0.22109582304475642	0.07207574821532263	1138.8705179174074	0.07967966137992155	0.3625119847095913
AXIN1	1	Placebo	-0.27935820377113446	0.08651147406375152	1157.614298570797	-0.4490950454311442	-0.10962136211112469
AXIN1	4	Placebo	-0.0536846760717446	0.08855343674512772	1200.9921412309411	-0.22742131223841894	0.12005196009492974
AXIN1	7	Placebo	0.1494419944291982	0.08928361043220884	1217.5310890753738	-0.025724799207384713	0.3246087880657811
TRAIL	1	Anakinra	-0.1737494627502807	0.06921887090985267	1048.9415761730863	-0.3095726789078741	-0.03792624659268726
TRAIL	4	Anakinra	-0.013548752679246559	0.07047335403611907	1084.1439141431283	-0.15182836421585377	0.12473085885736067
TRAIL	7	Anakinra	0.13969944402033796	0.0700459518337934	1071.9919830822992	0.0022567203576796535	0.27714216768299627
TRAIL	1	Placebo	-0.05614979282975095	0.084022203794058975	1086.676009974551	-0.22101391208164795	0.10871432642214605
TRAIL	4	Placebo	-0.01358672783549604	0.08586170858952911	1131.4009117679407	-0.18205280481606906	0.154879349145077
TRAIL	7	Placebo	0.17054621116121615	0.0865149357030101	1148.312291640957	8.011385663936332e-4	0.3402912837560387
CXCL9	1	Anakinra	0.23509805504478642	0.06978259139403938	965.0256700718984	0.09815493464009784	0.372041175449475
CXCL9	4	Anakinra	0.04733653456426501	0.07091106210253419	999.5124671288412	-0.09181509611092645	0.18648816523945647
CXCL9	7	Anakinra	0.29321169222493004	0.07052752207262614	987.5719347469418	0.1548106688271673	0.43161271562269277
CXCL9	1	Placebo	0.2518918623405965	0.08454433063466789	997.4459668901582	0.0859867034947738	0.41779702118641926
CXCL9	4	Placebo	0.1184691685691763	0.08618913504030765	1041.1812295819182	-0.050655033530040305	0.2875933706683929
CXCL9	7	Placebo	0.16261233397341388	0.08676789518150368	1057.5164002150352	-0.007644476652546195	0.33286914459937395
CST5	1	Anakinra	-0.24035650525187183	0.07196374195603013	796.1418535534086	-0.38161759952404384	-0.09909541097969984
CST5	4	Anakinra	-0.2577353434677415	0.07275590682160474	822.1900256512079	-0.40054452779415317	-0.11492615914132986
CST5	7	Anakinra	-0.0020765921224497816	0.0724886595644573	813.2286898791184	-0.14436352070223818	0.1402103364573386
CST5	1	Placebo	-0.2879581946496493	0.0868188632547203	815.5759087883408	-0.4583729392384863	-0.11754345006081224
CST5	4	Placebo	-0.17568642783463956	0.087957877230641	847.9654047655866	-0.34832711628770346	-0.0030457393815756517
CST5	7	Placebo	0.05226155824120951	0.08835050168987751	859.653806854825	-0.12114638990327345	0.22566950638569247
OSM	1	Anakinra	-0.22930186077456668	0.07161180234589956	995.7391701592675	-0.3698292278404989	-0.08877449370863452
OSM	4	Anakinra	-0.11413159262141777	0.07282373439898143	1030.7412666150494	-0.2570312881526558	0.02876810290982028
OSM	7	Anakinra	0.0070035135525846545	0.07241142443949597	1018.6292845401091	-0.13508910550197342	0.14909613260714275
OSM	1	Placebo	-0.2040923552782677	0.08682211332606571	1030.211238548134	-0.37446072715704226	-0.033723983399493146
OSM	4	Placebo	0.095514576642756	0.08859255318278654	1074.659772933465	-0.07831941833762107	0.2693485716231331
OSM	7	Placebo	0.20742463980582448	0.08921765813280252	1091.340993263427	0.032367097147097706	0.38248218246455123
CXCL1	1	Anakinra	0.1754133560578287	0.07175541025565767	999.9434639502606	0.03460490060518931	0.31622181151046813
CXCL1	4	Anakinra	-0.08136991326858882	0.07297690702222084	1034.9930011128727	-0.2245694830023381	0.06182965646516046
CXCL1	7	Anakinra	-7.260904671883769e-4	0.07256129084708736	1022.8660993692203	-0.14311209011789025	0.14165990918351348
CXCL1	1	Placebo	0.32356915442366896	0.08700460124013379	1034.6872927719685	0.15284356079999034	0.4942947480473476
CXCL1	4	Placebo	0.1654638504675234	0.08878955570496176	1079.2016798070777	-0.008755871013654964	0.3396835719487018
CXCL1	7	Placebo	0.2686089963632407	0.08942007681757617	1095.9181050491645	0.09315509346535747	0.44406289926112397
CCL4	1	Anakinra	-0.37722903386835555	0.0700945893754825	928.3655856986787	-0.5147912484432999	-0.23966681929341116
CCL4	4	Anakinra	0.09589000251816501	0.07116062737821381	961.8407352527638	-0.04375799119600521	0.23553799623233523
CCL4	7	Anakinra	0.3993114742861851	0.07079878139755379	950.2508756267242	0.26037144416925706	0.5382515044031131
CCL4	1	Placebo	-0.3393465984249822	0.08484886648376033	958.1946513885246	-0.5058576483727367	-0.1728355484772277
CCL4	4	Placebo	0.0769735008335636	0.08639836791682833	1000.5389990926784	-0.09256928237228625	0.24651628403941345
CCL4	7	Placebo	0.3311627153756469	0.08694130604188911	1016.2566922331577	0.16055769987085905	0.5017677308804347
CD6	1	Anakinra	-0.06433009917545603	0.06957718502106322	943.5057272809395	-0.20087403578356944	0.07221383743265737
CD6	4	Anakinra	7.189135179811578e-4	0.07066364118637505	977.4517487788711	-0.1379509875294835	0.1393888145654458
CD6	7	Anakinra	0.16301870376731414	0.07029465792495808	965.6976030451617	0.025070811597280807	0.3009665959373475
CD6	1	Placebo	-0.13056147250090197	0.08425288379945822	974.4226926385534	-0.29589945805965	0.03477651305784604
CD6	4	Placebo	-0.03617658475617046	0.0858338911969458	1017.4130435873244	-0.20460829069652786	0.13225512118418697
CD6	7	Placebo	0.011266055090087781	0.08638884045156127	1033.4126522985216	-0.15825150102412333	0.18078361120429892
SCF	1	Anakinra	0.42799932184570527	0.06946439622005308	869.790102423506	0.29166188996724507	0.5643367537241655
SCF	4	Anakinra	-0.10219799268760696	0.07040241939262949	900.722189812453	-0.24036986621253867	0.03597388083732475
SCF	7	Anakinra	-0.07736146077233716	0.0700847978119126	890.0300595523896	-0.2149121931663113	0.06018927162163698
SCF	1	Placebo	0.33700175577162633	0.0839654072546121	895.1969499245853	0.1722097773101437	0.5017937342331089
SCF	4	Placebo	-0.15604866356051328	0.08532253711315593	934.0871321378701	-0.32349473056836725	0.011397403447340693
SCF	7	Placebo	-0.15824108409911078	0.08579475018098012	948.3612744510261	-0.32661058465555587	0.01012841645733431
IL18	1	Anakinra	0.4008507379452172	0.07129927652919126	701.6447611567581	0.2608652506213794	0.5408362252690551
IL18	4	Anakinra	0.09439204707246376	0.07180169999296802	718.5412874879571	-0.04657414598947937	0.2353582401344069
IL18	7	Anakinra	-0.18618120585203835	0.07163319882821739	712.7916375417001	-0.32681849950533537	-0.04554391219874135
IL18	1	Placebo	0.3061055754698443	0.08577963256246768	712.889293013801	0.1376946604090396	0.474516490530649
IL18	4	Placebo	0.04958968390646687	0.08649580523602306	733.4853297843873	-0.12021918213326815	0.2193985499462019
IL18	7	Placebo	-0.3142882013670954	0.08673946092263154	740.7144578776587	-0.4845726662987946	-0.14400373643539624
SLAMF1	1	Anakinra	0.10232564662374284	0.07134549273837333	1033.207905877161	-0.03767294944256351	0.2423242426900492
SLAMF1	4	Anakinra	-0.09153920322087558	0.07261411502240189	1068.440594004924	-0.23402165909782444	0.050943252656073273
SLAMF1	7	Anakinra	-0.031739029747946804	0.07218206550359664	1056.2670941670867	-0.1733755749943134	0.10989751549841979
SLAMF1	1	Placebo	0.09089832323893675	0.08657296273124652	1070.0189071160712	-0.07897371478809172	0.2607703612659652
SLAMF1	4	Placebo	-0.001346667365023313	0.08843116731226666	1114.7872844950036	-0.17485695324591566	0.17216361851586903
SLAMF1	7	Placebo	0.16911446061667812	0.08908993269294102	1131.6791879378866	-0.005685549231301934	0.3439144704646582
TGF-alpha	1	Anakinra	-0.2098164986266825	0.07176221194218524	1025.8314121325727	-0.3506339947705184	-0.06899900248284663
TGF-alpha	4	Anakinra	-0.1809740622000859	0.07302647884575048	1061.0526679838447	-0.32426678440589246	-0.03768133999427936
TGF-alpha	7	Anakinra	0.00808855204276148	0.07259599613496943	1048.878635233261	-0.13436136413060787	0.15053846821613084
TGF-alpha	1	Placebo	-0.2310252332034082	0.087064108951443	1062.1971365771612	-0.40186241479669904	-0.060188051610117393
TGF-alpha	4	Placebo	0.047376725003150995	0.08891497500090215	1106.9498935781398	-0.12708417968853586	0.22183762969483783
TGF-alpha	7	Placebo	0.2545384413002587	0.08957062003001787	1123.8186479093579	0.07879397681669117	0.4302829057838262
MCP-4	1	Anakinra	-0.38847347270371446	0.0708813828824259	800.1245736343421	-0.5276088977891605	-0.24933804761826842
MCP-4	4	Anakinra	0.06511686036432299	0.0716720243836003	826.4863091284717	-0.0755637434702375	0.20579746419888348
MCP-4	7	Anakinra	0.3576445102812362	0.07140523282277622	817.4140473857799	0.2174852938363343	0.49780372672613815
MCP-4	1	Placebo	-0.32166743959968475	0.0855223693881853	819.8918406574522	-0.4895360129824647	-0.1537988662169048
MCP-4	4	Placebo	0.17657996518910213	0.08665958771938241	852.6940392205865	0.006488862841447757	0.34667106753675647
MCP-4	7	Placebo	0.33237723708562994	0.08705179871051409	864.5433238441586	0.16151965120408163	0.5032348229671783
CCL11	1	Anakinra	-0.3765727248132562	0.07089971803065376	919.3512598019744	-0.5157168035416734	-0.23742864608483907
CCL11	4	Anakinra	-0.1360579039317906	0.07196039210622673	952.510148626915	-0.27727712558621653	0.005161317722635311
CCL11	7	Anakinra	0.06960261489309091	0.07160049155364032	941.0312182178301	-0.07091249789028839	0.21011772767647022
CCL11	1	Placebo	-0.3521190653027574	0.08580490408278271	948.5212857256275	-0.5205084562732278	-0.18372967433228696
CCL11	4	Placebo	-0.052645507960796714	0.08734553565385096	990.4329908675919	-0.2240490724048672	0.1187580564832738
CCL11	7	Placebo	0.20624284400944434	0.08788479700590969	1005.9649207558928	0.033784311403088796	0.3787013766157999
TNFSF14	1	Anakinra	-0.30665670180846066	0.07161128409524799	992.2303757855667	-0.44718365664898563	-0.1661297469679357
TNFSF14	4	Anakinra	-0.17886042638656008	0.07281721936199183	1027.1886549906774	-0.3217479186342432	-0.03597293413887698
TNFSF14	7	Anakinra	0.14661574231473767	0.07240699321017373	1015.0906910367504	0.004531229430739442	0.2887002551987359
TNFSF14	1	Placebo	-0.34355184783066217	0.08681449449557059	1026.4739142173808	-0.5139059990505009	-0.17319769661082343
TNFSF14	4	Placebo	-0.013007940786871655	0.08857572593350892	1070.861652713241	-0.18680961281339445	0.16079373123965116
TNFSF14	7	Placebo	0.2597046534007623	0.08919733901025671	1087.5112501056942	0.08468629541637201	0.4347230113851526
MMP-1	1	Anakinra	-0.223363760636496	0.0725203897899632	825.0280105842525	-0.365709937686726	-0.08101758358626598
MMP-1	4	Anakinra	0.01698012878287561	0.07339348539068634	853.220995174548	-0.12707280528702836	0.16103306285277957
MMP-1	7	Anakinra	0.20194347264254228	0.07309848348758159	843.5001420789472	0.05846720422279722	0.34541974106228734
MMP-1	1	Placebo	-0.289299716729165	0.08755833624051347	846.8536207173961	-0.4611565223933217	-0.11744291106500823
MMP-1	4	Placebo	0.027512423855004294	0.08881684227579098	882.0784108792853	-0.14680457572647682	0.2018294234364854
MMP-1	7	Placebo	0.14237404793478659	0.08925228803554416	894.8801182295507	-0.03279413927962471	0.3175422351491979
LIF-R	1	Anakinra	0.4154831417771289	0.06985582790252419	969.6336104993784	0.27839711827800695	0.5525691652762509
LIF-R	4	Anakinra	-0.10191094839805308	0.07099357897409186	1004.2168095553915	-0.2412237140288867	0.037401817232780535
LIF-R	7	Anakinra	-0.3579852794957721	0.07060682531320137	992.2435023216553	-0.49654112467118505	-0.2194294343203591
LIF-R	1	Placebo	0.48721590514188	0.08464214234095	1002.3689591885668	0.3211197970196706	0.6533120132640895
LIF-R	4	Placebo	-0.01899555492181988	0.08630104088384	1046.237386504869	-0.1883383912730967	0.15034728142945697
LIF-R	7	Placebo	-0.26253678587592694	0.08688506359336234	1062.6344438229494	-0.43302256465929867	-0.09205100709255523
FGF-21	1	Anakinra	0.2600322119880164	0.06710355005961025	1129.4823165825444	0.12837058330764262	0.3916938406683902
FGF-21	4	Anakinra	0.27473500514056903	0.06842721003387417	1163.4002472398347	0.14048046625426444	0.4089895440268736
FGF-21	7	Anakinra	0.01155631736390172	0.06797553276803743	1151.7818840972616	-0.12181342945379295	0.1449260641815964
FGF-21	1	Placebo	0.29025968285710624	0.08160094949236608	1171.3146261567545	0.13015932580388792	0.4503600399103246
FGF-21	4	Placebo	0.33589265946822666	0.08355232218259016	1214.2172715007734	0.17196971713787043	0.49981560179858286
FGF-21	7	Placebo	0.14730171038706757	0.08425101694559435	1230.5993108622704	-0.017989819392244116	0.31259324016637924
CCL19	1	Anakinra	0.4018659123111835	0.07140108895954449	790.1190985845313	0.261707650084104	0.542024174538263
CCL19	4	Anakinra	-0.05619394366581191	0.07217103302744192	815.6821769672896	-0.19785677265991536	0.08546888532829156
CCL19	7	Anakinra	-0.03489080468768061	0.07191136911883718	806.8923579874914	-0.17604623044636597	0.10626462107100476
CCL19	1	Placebo	0.5571634697344795	0.08612582170570947	809.0472351021193	0.3881070529386742	0.7262198865302848
CCL19	4	Placebo	0.23708303919874463	0.08723230154666835	840.7994545516988	0.06586439989606102	0.40830167850142823
CCL19	7	Placebo	0.14097854189759756	0.08761340760914113	852.2401588253085	-0.03098480057753994	0.31294188437273507
IL-10RB	1	Anakinra	0.002295234828430845	0.07038021600250093	857.6251658370984	-0.13584240236840833	0.14043287202527005
IL-10RB	4	Anakinra	-0.10900088526635812	0.07130365142603487	887.8822162066907	-0.24894424088506148	0.030942470352345236
IL-10RB	7	Anakinra	0.22046968592295454	0.07099114380672787	877.429407257897	0.08113740435662267	0.3598019674892864
IL-10RB	1	Placebo	0.0504286321824053	0.08504621247436847	882.074769858715	-0.11648791527092338	0.21734517963573396
IL-10RB	4	Placebo	0.12005246281801513	0.08638090897414234	920.0567149860517	-0.049474020280275366	0.2895789459163056
IL-10RB	7	Placebo	0.3415051242013167	0.08684461933441384	933.9617837060138	0.17107193066944024	0.5119383177331931
IL-18R1	1	Anakinra	0.49656627110619067	0.06769664965654444	827.1244422482555	0.3636888359046964	0.629443706307685
IL-18R1	4	Anakinra	-0.0952122023695553	0.06851655059347665	855.4614661957734	-0.2296924409444112	0.039268036205300616
IL-18R1	7	Anakinra	-0.30657838291354395	0.06823949258073768	845.689552215289	-0.4405170211076308	-0.1726397447194571
IL-18R1	1	Placebo	0.47510948498267785	0.08173885580965436	849.1212776351118	0.3146755894867212	0.6355433804786346
IL-18R1	4	Placebo	-0.06271514301478667	0.08292089553343118	884.5375370118395	-0.22545979962915524	0.1000295135995819
IL-18R1	7	Placebo	-0.19921982632831056	0.08332999354115364	897.4151467739987	-0.3627641834332994	-0.03567546922332168
PD-L1	1	Anakinra	0.4269730530163333	0.06829405382628294	878.147485982261	0.2929344239854843	0.5610116820471823
PD-L1	4	Anakinra	0.14474052392053588	0.06923382639118159	909.5136918176361	0.008863899642845952	0.2806171481982258
PD-L1	7	Anakinra	-0.06673205239452187	0.06891549392063945	898.6677517143236	-0.20198610022626168	0.06852199543721793
PD-L1	1	Placebo	0.45515471071152036	0.08256804221465949	904.2046321958999	0.2931074108552549	0.6172020105677858
PD-L1	4	Placebo	0.2329118881763795	0.08392862319287145	943.6807102640047	0.06820355926063904	0.39762021709212
PD-L1	7	Placebo	-0.06968385994720569	0.08440252120414235	958.1947511827047	-0.23531898277796337	0.09595126288355199
CXCL5	1	Anakinra	0.0019820100945103503	0.07203076161545871	879.804631235803	-0.13939017233626852	0.14335419252528922
CXCL5	4	Anakinra	-0.026607182243865574	0.07302558343776337	911.2540638619179	-0.1699250519786721	0.11671068749094096
CXCL5	7	Anakinra	0.15552367733640168	0.0726885794061393	900.3786492026012	0.01286491016281699	0.2981824445099864
CXCL5	1	Placebo	-0.021653865799119158	0.08708935039776508	905.989995643894	-0.1925741931372859	0.1492664615390476
CXCL5	4	Placebo	0.06637809151635096	0.08852982270981652	945.5785643947183	-0.10735955625408461	0.24011573928678653
CXCL5	7	Placebo	0.28507376875259655	0.08903164854849054	960.1388448238312	0.11035469556186553	0.4597928419433276
TRANCE	1	Anakinra	-0.29114002807965667	0.0640384401356966	1047.4734735181219	-0.41679826065482506	-0.16548179550448827
TRANCE	4	Anakinra	-0.023801434258304346	0.06519701999566335	1082.6817748215249	-0.15172825608981183	0.10412538757320315
TRANCE	7	Anakinra	0.2372692700535678	0.06480230603181106	1070.5266610812623	0.11011532343166672	0.36442321667546884
TRANCE	1	Placebo	-0.44020057848399186	0.07773130890081907	1085.123293419607	-0.5927212652557112	-0.2876798917122725
TRANCE	4	Placebo	-0.1226452129918516	0.07943001421089432	1129.8566558304115	-0.27849212885542995	0.03320170287172672
TRANCE	7	Placebo	0.12997660462725796	0.08003314840204426	1146.7679368669274	-0.027051216969919162	0.2870044262244351
HGF	1	Anakinra	0.024204502870190714	0.07084878624506091	1061.336203080863	-0.11481510356988667	0.1632241093102681
HGF	4	Anakinra	0.030141891646596974	0.07215139573878214	1096.4627324292287	-0.11142851938815179	0.17171230268134574
HGF	7	Anakinra	0.16336527563412645	0.07170746821882905	1084.3471977372483	0.02266417083174535	0.3040663804365076
HGF	1	Placebo	-0.03717149037663092	0.08602459925057519	1099.771883912396	-0.20596236761572065	0.1316193868624588
HGF	4	Placebo	0.1688075622377529	0.08793629936026748	1144.389440240126	-0.0037268953658944337	0.3413420198414002
HGF	7	Placebo	0.24640404857899428	0.08861604877627814	1161.287600194719	0.07253857458936822	0.4202695225686204
IL-12B	1	Anakinra	0.9268643093308632	0.0580808917028722	1012.395318727907	0.8128915966497019	1.0408370220120244
IL-12B	4	Anakinra	0.021900005440505396	0.05908643004814594	1047.553179086738	-0.09404122766555117	0.13784123854656197
IL-12B	7	Anakinra	-0.12300450137033438	0.058744170747265186	1035.3940385182605	-0.23827570844083332	-0.007733294299835436
IL-12B	1	Placebo	0.9517953926027347	0.07044403484514011	1047.9305118322009	0.8135679712382184	1.090022813967251
IL-12B	4	Placebo	0.14361141053841425	0.07191472519114067	1092.5953438930662	0.0025048259230632808	0.2847179951537652
IL-12B	7	Placebo	0.015511308759206243	0.07243494189445131	1109.3988671493803	-0.1266136253110231	0.1576362428294356
MMP-10	1	Anakinra	0.5361848737978752	0.06830024315124748	862.5575743192863	0.40213075320002917	0.6702389943957212
MMP-10	4	Anakinra	0.08292765572755705	0.06920708206545875	893.0945127505785	-0.052899808198668394	0.21875511965378247
MMP-10	7	Anakinra	0.005880697780940466	0.06890012086008247	882.542458851547	-0.12934651086946086	0.1411079064313418
